216.278,5.32856
216.526,5.49741
216.749,5.69792
216.944,5.92647
217.106,6.17896
217.275,6.42699
217.458,6.66399
217.641,6.90227
217.835,7.1307
218.025,7.3633
218.196,7.60935
218.361,7.86026
218.514,8.11833
218.629,8.39521
218.682,8.6906
218.675,8.99052
218.628,9.28682
218.542,9.57417
218.418,9.84742
218.258,10.1016
218.067,10.3323
217.846,10.5352
217.6,10.7067
217.333,10.8437
217.05,10.9439
216.756,11.0053
216.457,11.0268
216.158,11.0082
215.863,10.9496
215.58,10.8523
215.311,10.7178
215.064,10.5487
214.841,10.348
214.647,10.1192
214.485,9.86655
214.358,9.59452
214.269,9.30801
214.22,9.01218
214.21,8.71235
214.24,8.41389
214.31,8.12217
214.418,7.84244
214.563,7.57973
214.742,7.33875
214.951,7.12384
215.145,6.89502
215.395,6.72883
215.665,6.59754
215.95,6.5035
216.245,6.44843
216.544,6.43329
216.843,6.45836
217.136,6.5232
217.418,6.62664
217.683,6.76681
217.927,6.94121
218.146,7.14668
218.335,7.37955
218.491,7.63563
218.657,7.8855
218.839,8.12398
219.016,8.36631
219.205,8.59887
219.39,8.83508
219.556,9.08504
219.71,9.34249
219.837,9.61442
219.924,9.90148
219.931,10.2014
219.898,10.4996
219.825,10.7906
219.714,11.0693
219.567,11.3307
219.386,11.57
219.175,11.783
218.937,11.9658
218.677,12.1151
218.399,12.2283
218.109,12.3033
217.811,12.3388
217.511,12.3341
217.214,12.2894
216.926,12.2053
216.652,12.0835
216.397,11.9261
216.165,11.736
215.96,11.5165
215.787,11.2717
215.648,11.0058
215.545,10.7238
215.482,10.4306
215.458,10.1315
215.474,9.83198
215.531,9.53732
215.626,9.25284
215.759,8.98367
215.926,8.73463
216.125,8.5102
216.352,8.31442
216.604,8.1508
216.875,8.02229
217.161,7.93119
217.456,7.87914
217.756,7.86709
218.054,7.89523
218.347,7.96308
218.627,8.0694
218.891,8.2123
219.133,8.38919
219.35,8.5969
219.536,8.83171
219.701,9.08258
219.883,9.32084
220.077,9.54953
220.259,9.78803
220.448,10.0215
220.644,10.2488
220.826,10.4873
220.992,10.737
221.145,10.995
221.276,11.2648
221.351,11.5554
221.355,11.8554
221.32,12.1533
221.245,12.4438
221.131,12.7216
220.982,12.9818
220.799,13.2196
220.586,13.4309
220.347,13.6118
220.086,13.759
219.807,13.87
219.516,13.9427
219.218,13.9758
218.918,13.9687
218.621,13.9216
218.334,13.8352
218.061,13.7112
217.807,13.5518
217.576,13.3598
217.374,13.1387
217.202,12.8925
217.065,12.6255
216.965,12.3427
216.904,12.049
216.883,11.7498
216.902,11.4503
216.96,11.1561
217.058,10.8724
217.192,10.6043
217.362,10.3566
217.562,10.1338
217.791,9.93985
218.044,9.77825
218.316,9.65191
218.603,9.5631
218.899,9.51342
219.198,9.50377
219.497,9.5343
219.789,9.60448
220.068,9.71305
220.331,9.85805
220.572,10.0369
220.787,10.2463
220.971,10.4826
221.147,10.7262
221.334,10.9603
221.526,11.1907
221.711,11.4271
221.908,11.6533
222.103,11.881
222.282,12.1216
222.453,12.3685
222.606,12.6266
222.73,12.8995
222.794,13.1926
222.795,13.4926
222.756,13.79
222.678,14.0795
222.561,14.3559
222.408,14.6142
222.222,14.8498
222.007,15.0584
221.765,15.2362
221.502,15.3802
221.222,15.4876
220.93,15.5567
220.631,15.586
220.332,15.5752
220.036,15.5243
219.75,15.4344
219.478,15.307
219.226,15.1444
218.998,14.9495
218.798,14.7259
218.63,14.4775
218.496,14.2089
218.4,13.9248
218.342,13.6304
218.325,13.3309
218.347,13.0318
218.41,12.7383
218.511,12.4559
218.649,12.1895
218.821,11.9439
219.025,11.7236
219.256,11.5325
219.511,11.3741
219.784,11.2512
220.072,11.166
220.368,11.12
220.668,11.1141
220.966,11.1484
221.257,11.2222
221.535,11.3343
221.796,11.4826
222.035,11.6644
222.247,11.8765
222.429,12.1151
222.61,12.3544
222.809,12.5788
222.995,12.8137
223.186,13.0451
223.389,13.2668
223.58,13.4974
223.763,13.7357
223.942,13.9765
224.109,14.2253
224.244,14.4932
224.337,14.7785
224.353,15.078
224.329,15.3771
224.265,15.6702
224.163,15.9521
224.023,16.2178
223.85,16.4624
223.645,16.6817
223.413,16.8715
223.157,17.0286
222.883,17.1501
222.595,17.2339
222.298,17.2783
221.998,17.2826
221.7,17.2468
221.41,17.1715
221.132,17.058
220.872,16.9084
220.634,16.7253
220.423,16.5121
220.243,16.2726
220.096,16.011
219.985,15.7322
219.913,15.441
219.88,15.1428
219.887,14.8429
219.935,14.5467
220.021,14.2595
220.146,13.9864
220.305,13.7325
220.498,13.5022
220.719,13.2996
220.917,13.0745
221.174,12.9201
221.45,12.8014
221.739,12.7207
222.036,12.6793
222.336,12.678
222.634,12.7169
222.923,12.7952
223.2,12.9116
223.458,13.0638
223.694,13.2493
223.903,13.4647
224.081,13.7061
224.225,13.9691
224.404,14.21
224.583,14.4511
224.773,14.6832
224.961,14.9169
225.133,15.1621
225.301,15.4108
225.458,15.6667
225.579,15.9411
225.646,16.2336
225.645,16.5336
225.605,16.8308
225.525,17.1199
225.407,17.3957
225.253,17.6533
225.066,17.8879
224.849,18.0955
224.607,18.2722
224.343,18.4149
224.062,18.521
223.77,18.5886
223.471,18.6165
223.172,18.6042
222.876,18.5519
222.59,18.4606
222.319,18.3318
222.068,18.168
221.841,17.9721
221.642,17.7475
221.475,17.4983
221.343,17.229
221.248,16.9445
221.192,16.6498
221.175,16.3502
221.199,16.0512
221.263,15.758
221.366,15.4761
221.505,15.2103
221.679,14.9656
221.883,14.7463
222.115,14.5561
222.371,14.3988
222.645,14.2771
222.933,14.1932
223.23,14.1485
223.53,14.144
223.827,14.1796
224.118,14.2547
224.396,14.368
224.656,14.5175
224.894,14.7004
225.105,14.9135
225.286,15.1529
225.455,15.4005
225.646,15.6317
225.824,15.8728
226.015,16.1043
226.213,16.3302
226.398,16.566
226.576,16.8078
226.746,17.0545
226.898,17.3136
227.009,17.5924
227.055,17.8887
227.047,18.1886
226.998,18.4847
226.91,18.7716
226.785,19.0442
226.625,19.2975
226.432,19.5272
226.209,19.7289
225.962,19.8991
225.695,20.0348
225.412,20.1334
225.118,20.1933
224.818,20.2133
224.519,20.1931
224.225,20.133
223.942,20.0341
223.674,19.8983
223.427,19.7279
223.205,19.526
223.013,19.2962
222.852,19.0427
222.727,18.77
222.64,18.483
222.591,18.1869
222.583,17.8871
222.615,17.5888
222.687,17.2974
222.796,17.0183
222.943,16.7563
223.123,16.5163
223.333,16.3025
223.552,16.0971
223.807,15.94
224.082,15.8186
224.37,15.7349
224.666,15.6905
224.966,15.6862
225.264,15.7221
225.555,15.7974
225.832,15.911
226.092,16.0607
226.33,16.2438
226.541,16.457
226.722,16.6965
226.884,16.9487
227.071,17.1833
227.252,17.423
227.444,17.6531
227.638,17.882
227.818,18.1218
227.993,18.3654
228.163,18.6127
228.305,18.8768
228.406,19.1594
228.426,19.4587
228.406,19.758
228.345,20.0519
228.246,20.3351
228.11,20.6024
227.939,20.8491
227.737,21.0708
227.507,21.2635
227.254,21.4237
226.981,21.5485
226.694,21.6357
226.398,21.6837
226.098,21.6917
225.8,21.6594
225.508,21.5876
225.229,21.4775
224.967,21.331
224.728,21.1508
224.514,20.9402
224.33,20.7029
224.18,20.4431
224.066,20.1656
223.99,19.8754
223.954,19.5776
223.958,19.2776
224.002,18.9809
224.085,18.6926
224.206,18.4181
224.362,18.1622
224.552,17.9296
224.771,17.7244
224.983,17.5125
225.242,17.3606
225.519,17.2447
225.808,17.1669
226.106,17.1285
226.406,17.1303
226.703,17.1721
226.992,17.2533
227.267,17.3725
227.524,17.5274
227.758,17.7152
227.965,17.9327
228.14,18.1758
228.294,18.4335
228.476,18.6717
228.654,18.9134
228.844,19.1457
229.034,19.3774
229.209,19.6217
229.377,19.8699
229.537,20.1238
229.664,20.3955
229.74,20.6858
229.744,20.9858
229.708,21.2837
229.633,21.5741
229.519,21.8518
229.37,22.1118
229.187,22.3495
228.974,22.5606
228.734,22.7412
228.473,22.8882
228.194,22.9989
227.903,23.0714
227.604,23.1042
227.304,23.0968
227.008,23.0494
226.721,22.9628
226.448,22.8385
226.194,22.6789
225.964,22.4866
225.761,22.2654
225.59,22.019
225.453,21.7519
225.354,21.4689
225.293,21.1752
225.272,20.8759
225.291,20.5766
225.35,20.2824
225.447,19.9988
225.582,19.7308
225.752,19.4833
225.953,19.2606
226.182,19.0669
226.435,18.9055
226.707,18.7795
226.994,18.6909
227.29,18.6415
227.589,18.6321
227.888,18.663
228.179,18.7334
228.459,18.8422
228.721,18.9875
228.962,19.1665
229.177,19.3762
229.361,19.6126
229.53,19.861
229.723,20.0905
229.904,20.33
230.093,20.5626
230.292,20.7874
230.479,21.0218
230.659,21.2621
230.834,21.5055
230.993,21.76
231.115,22.0339
231.186,22.3254
231.189,22.6254
231.153,22.9232
231.077,23.2133
230.962,23.4907
230.812,23.7503
230.628,23.9875
230.415,24.198
230.175,24.3779
229.913,24.5242
229.634,24.6341
229.342,24.7057
229.044,24.7376
228.744,24.7294
228.448,24.6811
228.161,24.5937
227.888,24.4687
227.635,24.3083
227.405,24.1154
227.203,23.8935
227.033,23.6467
226.897,23.3792
226.798,23.096
226.738,22.8021
226.717,22.5027
226.737,22.2034
226.797,21.9094
226.896,21.6261
227.031,21.3585
227.202,21.1115
227.403,20.8894
227.625,20.6876
227.877,20.5243
228.148,20.3962
228.434,20.3055
228.73,20.2538
229.029,20.2422
229.328,20.2707
229.62,20.339
229.901,20.4457
230.164,20.5889
230.406,20.7662
230.622,20.9742
230.809,21.2092
230.973,21.4606
231.162,21.6934
231.345,21.9306
231.541,22.1583
231.735,22.3867
231.918,22.6246
232.098,22.8643
232.274,23.1079
232.423,23.3681
232.537,23.6454
232.582,23.942
232.575,24.2419
232.527,24.5381
232.44,24.8253
232.316,25.0982
232.156,25.3521
231.963,25.5823
231.742,25.7847
231.495,25.9556
231.228,26.092
230.945,26.1915
230.651,26.2522
230.352,26.2731
230.053,26.2537
229.759,26.1945
229.475,26.0965
229.207,25.9614
228.96,25.7917
228.737,25.5904
228.544,25.3612
228.383,25.1082
228.257,24.8359
228.169,24.5492
228.119,24.2532
228.11,23.9533
228.141,23.655
228.212,23.3634
228.321,23.0839
228.467,22.8216
228.646,22.581
228.856,22.3666
229.066,22.153
229.32,21.9927
229.593,21.8677
229.88,21.7803
230.176,21.7321
230.476,21.724
230.774,21.756
231.065,21.8276
231.344,21.9376
231.606,22.0839
231.846,22.2639
232.06,22.4744
232.244,22.7116
232.394,22.9711
232.578,23.2085
232.761,23.4461
232.955,23.6747
233.145,23.9067
233.325,24.1471
233.501,24.3898
233.668,24.6392
233.803,24.9067
233.898,25.1915
233.913,25.4911
233.888,25.7901
233.824,26.083
233.721,26.3647
233.581,26.6301
233.406,26.8743
233.201,27.0931
232.968,27.2824
232.712,27.4389
232.438,27.5598
232.15,27.6428
231.853,27.6866
231.553,27.6902
231.255,27.6537
230.965,27.5777
230.687,27.4635
230.428,27.3133
230.191,27.1296
229.98,26.9159
229.8,26.676
